transaction_id,is_fraud
16405789,False
23722607,False
15022167,False
8458040,False
8133503,False
11001930,False
18132716,False
17199055,False
21253608,False
23469434,False
20386637,False
16814518,False
17515657,False
13333778,False
18138261,False
21449464,False
16179460,False
9793996,False
20267328,False
7851215,False
11703437,False
13934094,False
10867753,False
7622966,False
19627070,False
7830601,False
22719786,False
13174344,False
10921563,False
14896011,False
14087377,False
19570422,False
19253445,False
13798628,False
23128775,False
10435391,False
22067599,False
19535363,False
8175319,False
21607520,False
23523092,False
14594020,False
14363151,False
20263787,False
19581531,False
21207684,False
8893818,False
9921905,False
23262026,False
16065967,False
12658966,False
9396505,False
19427126,False
12417559,False
13460379,False
18331568,False
18676832,False
22067030,False
9407755,False
22099153,False
10260699,False
23461073,False
14256219,False
11060992,False
20001611,False
9517212,False
14919911,False
14256983,False
11742686,False
10320999,False
11568785,False
20318815,False
19770032,False
17976723,False
17478221,False
23394107,False
23689449,False
23377805,False
19545291,False
18723732,False
18643037,False
17293479,False
17853096,False
16584572,False
19040154,False
22598231,False
23575553,False
18918286,False
19836845,False
19644768,False
20062866,False
23739056,False
15485768,False
14536164,False
13046145,False
16515140,False
10129833,False
8329294,False
17483259,False
23054624,False
20028825,False
8203491,False
16932070,False
11497313,False
15379504,False
22725831,False
14721953,False
7844465,False
15942178,False
14042171,False
16945996,False
12153237,False
15365835,False
16973550,False
23507269,False
21387147,False
16044817,False
16780844,False
12408348,False
18256597,False
16303904,False
20300222,False
17263666,False
20338606,False
20871971,False
21081230,False
9941408,False
15550274,False
21060571,False
19404655,False
16772490,False
13294397,False
11764520,False
17634862,False
17159025,False
7510215,False
19878540,False
21387630,False
13013928,False
13451546,False
12660365,False
21613182,False
23385656,False
18880304,False
21783178,False
19993446,False
16605070,False
16444903,False
9318244,False
12241852,False
17212647,False
9174244,False
8043408,False
23559696,False
9477324,False
22289015,False
8401839,False
7938618,False
17912342,False
19883030,False
21156264,False
12895617,False
16355619,False
13421673,False
9386244,False
11613389,False
20252869,False
7592373,False
18853508,False
19098869,False
11059770,False
8312464,False
21524219,False
9900726,False
17324881,False
22132055,False
9761904,False
12859446,False
15009623,False
21488189,False
9899532,False
21973175,False
9722678,False
10007867,False
13200359,False
8069530,False
22453820,False
16111650,False
23581648,False
13227447,False
14343143,False
19947390,False
15303813,False
15898115,False
22182870,False
15410846,False
12638997,False
8470260,False
22020724,False
9049333,False
16876065,False
17000125,False
15731722,False
10117896,False
11921838,False
17196773,False
11976416,False
16505573,False
9033509,False
16548884,False
11459214,False
10637987,False
11128322,False
18049780,False
11023324,False
14341723,False
20716834,False
19672631,False
16163885,False
19833249,False
14455622,False
12756268,False
19805915,False
22461392,False
21442123,False
11699487,False
23304067,False
18179209,False
20026649,False
9885338,False
13985135,False
21943048,False
17076512,False
10246011,False
20346125,False
11960302,False
21269579,False
16166458,False
8355623,False
8475510,False
22886596,False
9553856,False
12069475,False
16104293,False
22048627,False
10879185,False
21535248,False
12192612,False
23708177,False
8253793,False
23281653,False
9063789,False
8567796,False
23529888,False
20791285,False
15408532,False
22873313,False
23621358,False
18392683,False
23069613,False
14896372,False
9585597,False
9747769,False
11424313,False
22925452,False
17778810,False
14650031,False
8088584,False
13410895,False
15855981,False
12913157,False
11869073,False
16530242,False
10931754,False
12075679,False
9181861,False
16938180,False
11601461,False
16616313,False
18591601,False
19298215,False
7591667,False
10518740,False
16189528,False
9095592,False
23409190,False
19871219,False
18940993,False
19792693,False
23373723,False
21964886,False
16506847,False
19456685,False
23000122,False
18539438,False
12907015,False
23401649,False
16750966,False
17362954,False
8326354,False
10561986,False
20595720,False
17481239,False
17909694,False
20820074,False
16891912,False
13806555,False
20586481,False
14635323,False
12455774,False
23761868,False
16867016,False
20374473,False
22806694,False
13266950,False
12887560,False
7812468,False
16942154,False
15087181,False
16714185,False
14309316,False
18708192,False
9985110,False
15862290,False
9320102,False
16451765,False
9956153,False
21217929,False
7795866,False
22051946,False
18509023,False
20778828,False
17793602,False
21968442,False
15480664,False
14142745,False
7586298,False
14468813,False
22093044,False
13398026,False
22487788,False
20095116,False
14650801,False
13137217,False
8718805,False
15266862,False
9783392,False
7805833,True
9146147,False
20710299,False
8476102,False
15833891,False
18367935,False
21586612,False
16301044,False
22624291,False
18272851,False
19178073,False
11230059,False
15292767,False
8202627,False
9332479,False
15804652,False
19037151,False
9328181,False
12365140,False
19461124,False
7970908,False
12792992,False
9596467,False
17825903,False
9236280,False
18411642,False
14163124,False
21788267,False
7932410,False
14632457,False
14779331,False
8232124,False
23396675,False
19515118,False
7968597,False
11027046,False
17031484,False
12563875,False
19144056,False
20546150,False
11514200,False
7546151,False
14706706,False
21259293,False
12539730,False
23546112,False
19772769,False
12780668,False
14798508,False
12272848,False
11950065,False
23273655,False
8272741,False
20374539,False
22325173,False
14089430,False
19576412,False
12549157,False
23208164,False
23497270,False
14594281,False
12850035,False
20027731,False
9915375,False
22882885,False
9089669,False
9864617,False
16427384,False
21437330,False
23441426,False
10839365,False
10838931,False
22412582,False
11204223,False
22323105,False
20683306,False
9790131,False
9881413,False
10569893,False
11261110,False
12255239,False
17763768,False
16522984,False
10493619,False
16195902,False
11482317,False
9963258,False
22646711,False
15920763,False
20122603,False
7854678,False
8749326,False
9151479,False
17968348,False
7570628,False
9526688,False
15494671,False
13279197,False
20715393,False
23648895,False
12540930,False
19891201,False
10251002,False
15130202,False
15300554,False
18891766,False
12044820,False
17125614,False
11086194,False
9468577,False
8265696,False
14677390,False
21862022,False
21674352,False
11850136,False
15681485,False
23630475,False
14467889,False
14455193,False
16622779,False
18419237,False
15894412,False
20330107,False
22503124,False
8239034,False
9266593,False
15420706,False
20504106,False
14298228,False
13123389,False
21615679,False
9170401,False
8880613,False
21493469,False
19368217,False
8068261,False
8378104,False
18840439,False
9903404,False
8721935,False
16833676,False
11787126,False
23522766,False
21369258,False
22711003,False
13097154,False
8579008,False
17105588,False
20976622,False
23183770,False
16550222,False
10250340,False
12788398,False
21902656,False
12908815,False
10805210,False
10472442,False
11825148,False
14231731,False
16536332,False
10471516,False
10401209,False
13946644,False
14646182,False
20783748,False
7776050,False
19567960,False
15939427,False
7936302,False
20579575,False
13897400,False
13058825,False
22714447,False
19459256,False
13053812,False
21389160,False
11915616,False
19715774,False
13052104,False
16456045,False
16646012,False
16946040,False
21715024,False
17563333,False
9799986,False
9001171,False
13274218,False
9201309,False
21764963,False
21101107,False
17909653,False
13806833,False
9356797,False
19251029,False
16487934,False
15230859,False
18761854,False
16356475,False
16284606,False
7934757,False
14830046,False
17347900,False
12724990,False
9957707,False
11282114,False
11431790,False
12718707,False
9999253,False
12628809,False
21714255,False
10342435,False
12546403,False
22057488,False
8103494,False
14790982,False
14251372,False
19358161,False
12751995,False
14304978,False
20670729,False
15773717,False
8992773,False
8817157,False
16867320,False
12684663,False
9707718,False
21666556,False
21262233,False
8852531,False
17343943,False
17271261,False
10210607,False
19935312,False
16000706,False
15592103,False
18735782,False
23050956,False
12532501,False
19950517,False
19368315,False
14515577,False
9278635,False
18157433,False
16012503,False
9995087,False
12688246,False
8830869,False
11443109,False
13801179,False
12463494,False
9316310,False
21291069,False
14951828,False
15092044,False
14702741,False
13857606,False
21595867,False
7535542,False
19813893,False
8271428,False
21906620,False
10485197,False
13293787,False
16218251,False
17199123,False
21000350,False
13917547,False
7906828,False
9983195,False
16833030,False
14476917,False
21594196,False
13678563,False
12003003,False
22618075,False
17920018,True
19656732,False
18890290,False
19587656,False
12148525,False
23108182,False
15378285,False
11970964,False
22091115,False
23153665,False
16396039,False
18929585,False
20905943,False
10084825,False
16040384,False
15639404,False
21042574,False
17415535,False
10844607,False
17966148,False
10965105,False
16767348,False
20678766,False
10847061,False
15849102,False
15430584,False
13022685,False
20760711,False
16992126,False
13637059,False
15313641,False
9143188,False
23751673,False
23309086,False
21517912,False
22747887,False
18125877,False
18751701,False
16909645,False
10588344,False
12357606,False
22783639,False
21815767,False
17249479,False
16619243,False
12875379,False
8601051,False
11961028,False
22972557,False
17145793,False
20577897,False
18833295,False
23147374,False
20124646,False
16147230,False
8099705,False
13937165,False
22015961,False
11209299,False
15571611,False
19374229,False
15363163,False
20935598,False
9377001,False
18387264,False
12476574,False
15019336,False
14803281,False
21649366,False
16209542,False
18248437,False
20312140,False
13961877,False
21140676,False
13699483,False
18944711,False
17949904,False
15960872,False
10061522,False
15220880,False
22914517,False
17456239,False
21321003,False
14600046,False
23704750,False
11871383,False
10615221,False
22424042,False
15700502,False
18708390,False
23433716,False
14958653,False
14355488,False
9388096,False
17360719,False
16733710,False
15338340,False
13096440,False
15484079,False
9424019,False
16276486,False
17708742,False
16889620,False
19525346,False
10216141,False
19932649,False
11882787,False
16297931,False
22990716,False
12590820,False
23416440,False
12042000,False
23063010,False
19300023,False
15644663,False
18365690,False
19847047,False
22854373,False
23496772,False
10763929,False
16689675,False
7919011,False
14092172,False
18392648,False
8079066,False
11276420,False
9441610,False
17309233,False
17344718,False
19527128,False
12364982,False
11571489,False
12924432,False
14276235,False
9875340,False
10697735,False
20114118,False
19514571,False
16268618,False
19965809,False
9095924,False
8711584,False
14323781,False
13045546,False
21894210,False
13592147,False
10971588,False
14099742,False
7795765,False
10565994,False
16158950,False
21207918,False
16616110,False
17081812,False
14949737,False
13987825,False
11659298,False
15843416,False
16842078,False
10030934,False
11565526,False
14448274,False
8526688,False
8582219,False
8771999,False
23129305,False
19411229,False
17350429,False
12112263,False
21470285,False
22136097,False
17625773,False
11113490,False
8521655,False
15062512,False
17357677,False
9902029,False
14868815,False
15004034,False
18670911,False
15512955,False
22004922,False
21187164,False
12189016,False
7916210,False
23146589,False
14892536,False
9977624,False
20725422,False
11876418,False
15109246,False
7703041,False
21429798,False
11714405,False
14681843,False
10396134,False
18344296,False
23251738,False
23129474,False
15937070,False
14499648,False
16865679,False
14119260,False
12710617,False
15602760,False
19286874,False
9419215,False
16894099,False
14883084,False
15655918,False
17141882,False
14039925,False
8443353,False
10472969,False
10377381,False
14106711,False
22303008,False
9615659,False
11899457,False
18840090,False
20408541,False
17896971,False
21503152,False
17111004,False
11874692,False
8233252,False
14926668,False
16982451,False
15923764,False
17811037,False
13445457,False
20334216,False
23619350,False
9300328,False
17746878,False
19007856,False
9106638,False
22597638,False
10555086,False
21418744,False
13390158,False
8182598,False
7521090,False
20677629,False
11679341,False
19786575,False
14457060,False
18607001,False
8410991,False
9471636,False
9076178,False
13894339,False
22143963,False
22465094,False
15435696,False
16313864,False
8789985,False
22224375,False
10616951,False
16883345,False
15279388,False
14328345,False
21241110,False
11294877,False
8838089,False
18072222,False
18068192,False
21799732,False
19977378,False
18662794,False
12147664,False
22721384,False
9275780,False
21176295,False
13540578,False
12155589,False
12369430,False
10768592,False
19456010,False
18905777,False
12105973,False
9884439,False
8772068,False
22303662,False
19652831,False
21567660,False
12716877,False
19715122,False
8032370,False
16777038,False
12467552,False
20413225,False
9267015,False
8193460,False
20847593,False
21391595,False
16398198,False
16921051,False
12295011,False
8153811,False
10380795,False
23635200,False
10585411,False
17531547,False
13683596,False
15897072,False
19967932,False
23053669,False
13662245,False
11766490,False
13287435,False
9464777,False
8130531,False
8032092,False
15641602,False
14931980,False
8196081,False
11329773,False
11877996,False
12426341,False
10351597,False
12838432,False
18342641,False
16988923,False
22981190,False
11941945,False
12903137,False
12018460,False
13413346,False
12371599,False
21944085,False
10340146,False
9591931,False
8638797,False
16750393,False
10050262,False
16617489,False
13765416,False
13795016,False
20149548,False
19140234,False
11179769,False
20901284,False
17148603,False
8140437,False
8578054,False
7969144,False
21769471,False
21938093,False
16334945,False
9241274,False
16286172,False
23286073,False
16986130,False
10569294,False
11625013,False
15475849,False
15898403,False
10961868,False
9672221,False
18674150,False
7484301,False
16451209,False
17247984,False
22530228,False
9534770,False
12655603,False
16919664,False
15884498,False
17145272,False
11803082,False
19464480,False
19552493,False
14469794,False
17381980,False
16226638,False
18694493,False
7691508,False
21634567,False
21031439,False
8520162,False
14507115,False
19467893,False
9400219,False
9949204,False
17045825,False
17471808,False
14987944,False
13922325,False
21737507,False
19089454,False
22043123,False
10585564,False
9781859,False
12830762,False
12393698,False
16571107,False
15238212,False
17045169,False
21731178,False
15397228,False
9273440,False
21382558,False
10473539,False
20515547,False
15542637,False
19098820,False
16164425,False
19036911,False
16310134,False
18569692,False
10953683,False
17935696,False
17965508,False
23656377,False
20428427,False
12650008,False
21055760,False
17985070,False
7563600,False
8337382,False
10865104,False
10109202,False
19523865,False
17551688,False
12554342,False
16605510,False
15108568,False
7805678,False
18357356,False
15039445,False
15153471,False
13573570,False
22637198,False
22197337,False
11114469,False
9905532,False
14276757,False
17839051,False
14298382,False
12924149,False
11860981,False
20395095,False
22592172,False
18037265,False
22447807,False
18790979,False
15786318,False
16632829,False
8342290,False
14735326,False
19870817,False
9948819,False
18081291,False
20696922,False
18420674,False
18697268,False
21216132,False
19686211,False
21351109,False
16829653,False
9846961,False
17947409,False
10934680,False
15263269,False
8706643,False
20056702,False
9662258,False
22023243,False
20611932,False
16605293,False
10132724,False
22175699,False
21261774,False
23607757,False
14121516,False
16965133,False
21797559,False
13930341,False
11847227,False
8996177,False
10002788,False
22477657,False
10593095,False
20239125,False
10407581,False
12798530,False
12914728,False
21390311,False
20811533,False
17168497,False
18594190,False
20717264,False
9596848,False
20383128,False
10526856,False
20411130,False
11541598,False
14746774,False
11021877,False
19131303,False
20770688,False
15571094,False
22156437,False
14054030,False
15400325,False
16389079,False
10743046,False
17894707,False
17054595,False
11312514,False
22851564,False
8757056,False
7588497,False
15617969,False
13079798,False
19715677,False
10047338,False
14160409,False
13547278,False
8429836,False
21762408,False
17872010,False
14940259,False
19305366,False
16742177,False
17944901,False
14557407,False
23291563,False
10604876,False
12555212,False
7966612,False
19275658,False
21890057,False
11776245,False
21459067,False
16609745,False
17064120,False
20622837,False
17530608,False
22607141,False
17670715,False
22886745,False
11311879,False
11916378,False
8012715,False
12405104,False
20098408,False
13244773,False
17142544,False
8437953,False
21753897,False
17114922,False
16987101,False
23188035,False
23214974,False
11456054,False
14951990,False
14210749,False
14315716,False
14358977,False
10333389,False
8650524,False
11922617,False
15801209,False
15525328,False
11508773,False
11103873,False
11734258,False
13936011,False
8706249,False
19297413,False
13793685,False
22010394,False
18219304,False
11949575,False
18149006,False
13131062,False
11143075,False
14053146,False
13129743,False
22071572,False
14539133,False
16371814,False
18298818,False
12948103,False
20231010,False
12147919,False
16820021,False
19541982,False
11951484,False
19794369,False
23366665,False
8708139,False
11187013,False
9628227,False
15818307,False
18043205,False
16133049,False
7754327,False
7844482,False
10364022,False
7714839,False
11632544,False
11025645,False
13750917,False
14335763,False
13026562,False
10599793,False
15075204,False
19961522,False
11797406,False
20731608,False
14212331,False
23140875,False
20621463,False
10705515,False
22963640,False
14318042,False
9577681,False
10611590,False
21766682,False
18193506,False
20471431,False
21009094,False
14359634,False
15429000,False
21198150,False
20118948,False
9683402,False
20284863,False
22355243,False
9567168,False
8270691,False
11050833,False
18116070,False
16000309,False
11695548,False
9400525,False
15812405,False
9420132,False
8780775,False
9480913,False
12492448,False
9784867,False
21352309,False
8029347,False
10322636,False
16023601,False
9620708,False
19737635,False
9799776,False
9753933,False
22061277,False
9135106,False
19327001,False
12215316,False
17390065,False
11074326,False
9011724,False
13708361,False
8441556,False
21973302,False
18036233,False
22173834,False
14680763,False
11151658,False
12855914,False
22308120,False
20472963,False
12910188,False
18589174,False
18210751,False
11672959,False
12233807,False
9543341,False
13580022,False
16219696,False
16958328,False
18865090,False
22886679,False
12949337,False
12554984,False
8615459,False
18328937,False
18673806,False
13626514,False
13956444,False
20225153,False
13921264,False
14761682,False
20647210,False
8820803,False
19480402,False
20487146,False
12788909,False
15662788,False
20073614,False
17348355,False
16834174,False
23236550,False
18539688,False
9767063,False
19166322,False
17598914,False
11407389,False
22198959,False
10377856,False
10271172,False
